11_5TRV_1.pdb	11_5TRV_1.pdb
11_5TRV_1.pdb	11_5TRV_27.pdb
11_5TRV_1.pdb	11_5TRV_35.pdb
11_5TRV_1.pdb	11_5TRV_56.pdb
11_5TRV_1.pdb	11_5TRV_32.pdb
11_5TRV_1.pdb	11_5TRV_40.pdb
11_5TRV_1.pdb	11_5TRV_62.pdb
11_5TRV_1.pdb	11_5TRV_63.pdb
11_5TRV_1.pdb	11_5TRV_68.pdb
11_5TRV_1.pdb	11_5TRV_0.pdb
11_5TRV_1.pdb	11_5TRV_78.pdb
11_5TRV_1.pdb	11_5TRV_9.pdb
11_5TRV_14.pdb	11_5TRV_14.pdb
11_5TRV_14.pdb	11_5TRV_83.pdb
11_5TRV_14.pdb	11_5TRV_25.pdb
11_5TRV_15.pdb	11_5TRV_15.pdb
11_5TRV_15.pdb	11_5TRV_43.pdb
11_5TRV_15.pdb	11_5TRV_41.pdb
11_5TRV_2.pdb	11_5TRV_2.pdb
11_5TRV_2.pdb	11_5TRV_51.pdb
11_5TRV_2.pdb	11_5TRV_21.pdb
11_5TRV_2.pdb	11_5TRV_75.pdb
11_5TRV_2.pdb	11_5TRV_88.pdb
11_5TRV_2.pdb	11_5TRV_94.pdb
11_5TRV_2.pdb	11_5TRV_24.pdb
11_5TRV_3.pdb	11_5TRV_3.pdb
11_5TRV_3.pdb	11_5TRV_55.pdb
11_5TRV_3.pdb	11_5TRV_65.pdb
11_5TRV_3.pdb	11_5TRV_66.pdb
11_5TRV_3.pdb	11_5TRV_76.pdb
11_5TRV_30.pdb	11_5TRV_30.pdb
11_5TRV_30.pdb	11_5TRV_54.pdb
11_5TRV_30.pdb	11_5TRV_92.pdb
11_5TRV_30.pdb	11_5TRV_22.pdb
11_5TRV_30.pdb	11_5TRV_46.pdb
11_5TRV_37.pdb	11_5TRV_37.pdb
11_5TRV_59.pdb	11_5TRV_59.pdb
11_5TRV_80.pdb	11_5TRV_80.pdb
11_5TRV_80.pdb	11_5TRV_12.pdb
11_5TRV_81.pdb	11_5TRV_81.pdb
11_5TRV_85.pdb	11_5TRV_85.pdb
11_5TRV_85.pdb	11_5TRV_49.pdb
11_5TRV_85.pdb	11_5TRV_89.pdb
11_5TRV_90.pdb	11_5TRV_90.pdb
11_5TRV_93.pdb	11_5TRV_93.pdb
11_5TRV_97.pdb	11_5TRV_97.pdb
11_5TRV_97.pdb	11_5TRV_6.pdb
11_5TRV_97.pdb	11_5TRV_69.pdb
11_5TRV_97.pdb	11_5TRV_5.pdb
11_5TRV_97.pdb	11_5TRV_79.pdb
11_5TRV_97.pdb	11_5TRV_96.pdb
11_5TRV_97.pdb	11_5TRV_70.pdb
